,Postcode,Borough,Street,Latitude,Longitude,Coordinates,Clusters
300,01-912,Bielany,ul. A. Czechowa,52.2812,20.9339,"52.2812, 20.9339",20
301,01-835,Bielany,ul. A. Fontany,52.2762,20.9492,"52.2762, 20.9492",20
302,01-885,Bielany,ul. A. Fontany,52.2789,20.951,"52.2789, 20.951",19
303,01-853,Bielany,ul. A. Jarzębskiego,52.2734,20.9435,"52.2734, 20.9435",20
304,01-873,Bielany,ul. A. Magiera,52.2713,20.9525,"52.2713, 20.9525",19
305,01-856,Bielany,ul. A. Magiera,52.2726,20.9482,"52.2726, 20.9482",19
306,01-944,Bielany,ul. A. Parola,52.2924,20.9341,"52.2924, 20.9341",20
307,01-972,Bielany,ul. Abecadło,52.3089,20.9329,"52.3089, 20.9329",18
308,01-937,Bielany,ul. Akcent,52.2953,20.8827,"52.2953, 20.8827",18
309,01-989,Bielany,ul. Anny Jagiellonki,52.3078,20.9167,"52.3078, 20.9167",18
310,01-962,Bielany,ul. Antyczna,52.2887,20.9376,"52.2887, 20.9376",20
311,01-981,Bielany,ul. Arrasowa,52.3104,20.9224,"52.3104, 20.9224",18
312,01-904,Bielany,ul. Aspekt,52.2751,20.9328,"52.2751, 20.9328",20
313,01-927,Bielany,ul. B. Głowackiego,52.2722,20.9191,"52.2722, 20.9191",20
314,01-870,Bielany,ul. B. Leśmiana,52.2787,20.9586,"52.2787, 20.9586",19
315,01-818,Bielany,ul. B. Podczaszyńskiego,52.277,20.9538,"52.277, 20.9538",19
316,01-866,Bielany,ul. B. Podczaszyńskiego,52.2796,20.9562,"52.2796, 20.9562",19
317,01-867,Bielany,ul. B. Podczaszyńskiego,52.2797,20.9574,"52.2797, 20.9574",19
318,01-862,Bielany,ul. B. Podczaszyńskiego,52.2775,20.9549,"52.2775, 20.9549",19
319,01-682,Bielany,ul. B. Schulza,52.2839,20.9699,"52.2839, 20.9699",19
320,01-806,Bielany,ul. B. Zuga,52.2812,20.9544,"52.2812, 20.9544",19
321,01-811,Bielany,ul. B. Zuga,52.2838,20.951,"52.2838, 20.951",19
322,01-804,Bielany,ul. Babicka,52.2824,20.9543,"52.2824, 20.9543",19
323,01-807,Bielany,ul. Barcicka,52.2797,20.9558,"52.2797, 20.9558",19
324,01-839,Bielany,ul. Barcicka,52.2812,20.9527,"52.2812, 20.9527",19
325,01-991,Bielany,ul. Biograficzna,52.303999999999995,20.9315,"52.303999999999995, 20.9315",18
326,01-929,Bielany,ul. Brązownicza,52.2724,20.9229,"52.2724, 20.9229",20
327,01-697,Bielany,ul. Brochowska,52.2787,20.9648,"52.2787, 20.9648",19
328,01-939,Bielany,ul. Burleska,52.2934,20.9001,"52.2934, 20.9001",18
329,01-913,Bielany,ul. C. Goldoniego,52.2852,20.9341,"52.2852, 20.9341",20
330,01-803,Bielany,ul. Cegłowska,52.2819,20.9563,"52.2819, 20.9563",19
331,01-809,Bielany,ul. Cegłowska,52.2852,20.9531,"52.2852, 20.9531",19
332,01-910,Bielany,ul. Cienka,52.2851,20.9178,"52.2851, 20.9178",20
333,01-678,Bielany,ul. Cząstkowska,52.2813,20.9679,"52.2813, 20.9679",19
334,01-976,Bielany,ul. Czyżyka,52.3112,20.9141,"52.3112, 20.9141",18
335,01-983,Bielany,ul. Daglezji,52.3101,20.9207,"52.3101, 20.9207",18
336,01-987,Bielany,ul. Dankowicka,52.309,20.9152,"52.309, 20.9152",18
337,01-914,Bielany,ul. Dantego,52.2844,20.9362,"52.2844, 20.9362",20
338,01-815,Bielany,ul. Dewajtis,52.2958,20.9605,"52.2958, 20.9605",19
339,01-947,Bielany,ul. Dorycka,52.2967,20.9395,"52.2967, 20.9395",20
340,01-964,Bielany,ul. Dorycka,52.2965,20.9399,"52.2965, 20.9399",20
341,01-985,Bielany,ul. Dzierżoniowska,52.3085,20.9233,"52.3085, 20.9233",18
342,01-935,Bielany,ul. Dziewierza,52.2976,20.8812,"52.2976, 20.8812",18
343,01-970,Bielany,ul. Dziwożony,52.3225,20.9175,"52.3225, 20.9175",18
344,01-822,Bielany,ul. E. Schroegera,52.2784,20.9519,"52.2784, 20.9519",19
345,01-828,Bielany,ul. E. Schroegera,52.2803,20.9445,"52.2803, 20.9445",20
346,01-845,Bielany,ul. E. Schroegera,52.281000000000006,20.9419,"52.281000000000006, 20.9419",20
347,01-684,Bielany,ul. E. Stachury,52.2828,20.9717,"52.2828, 20.9717",19
348,01-990,Bielany,ul. Encyklopedyczna,52.3042,20.9285,"52.3042, 20.9285",18
349,01-923,Bielany,ul. Esej,52.2785,20.916999999999998,"52.2785, 20.916999999999998",20
350,01-932,Bielany,ul. Estrady,52.2996,20.8814,"52.2996, 20.8814",18
351,01-971,Bielany,ul. Farysa,52.3064,20.9375,"52.3064, 20.9375",18
352,01-905,Bielany,ul. Fortowa,52.2757,20.9352,"52.2757, 20.9352",20
353,01-833,Bielany,ul. G. Daniłowskiego,52.2773,20.945999999999998,"52.2773, 20.945999999999998",20
354,01-703,Bielany,ul. Gąbińska,52.2716,20.9599,"52.2716, 20.9599",19
355,01-691,Bielany,ul. Gdańska,52.2787,20.9678,"52.2787, 20.9678",19
356,01-633,Bielany,ul. Gdańska,52.2767,20.97,"52.2767, 20.97",19
357,01-808,Bielany,ul. Grębałowska,52.2839,20.9524,"52.2839, 20.9524",19
358,01-651,Bielany,ul. Gwiaździsta,52.2823,20.9825,"52.2823, 20.9825",21
359,01-680,Bielany,ul. Gwiaździsta,52.288000000000004,20.9811,"52.288000000000004, 20.9811",19
360,01-917,Bielany,ul. H. Balzaka,52.2817,20.9305,"52.2817, 20.9305",20
361,01-911,Bielany,ul. H. Ch. Andersena,52.2802,20.9363,"52.2802, 20.9363",20
362,01-893,Bielany,ul. H. Ch. Andersena,52.283,20.9384,"52.283, 20.9384",20
363,01-821,Bielany,ul. Hajoty,52.278,20.953000000000003,"52.278, 20.953000000000003",19
364,01-938,Bielany,ul. Herbowa,52.3035,20.9078,"52.3035, 20.9078",18
365,01-988,Bielany,ul. Humanistów,52.3071,20.9202,"52.3071, 20.9202",18
366,01-992,Bielany,ul. Improwizacji,52.3025,20.9271,"52.3025, 20.9271",18
367,01-922,Bielany,ul. J. Conrada,52.2745,20.9261,"52.2745, 20.9261",20
368,01-823,Bielany,ul. J. Kasprowicza,52.2835,20.9448,"52.2835, 20.9448",20
369,02-823,Bielany,ul. J. Kasprowicza,52.1641,20.9908,"52.1641, 20.9908",44
370,01-949,Bielany,ul. J. Kasprowicza,52.2889,20.9341,"52.2889, 20.9341",20
371,01-871,Bielany,ul. J. Kasprowicza,52.2809,20.9521,"52.2809, 20.9521",19
372,01-859,Bielany,ul. J. Kasprowicza,52.2778,20.956999999999997,"52.2778, 20.956999999999997",19
373,01-817,Bielany,ul. J. Kasprowicza,52.2794,20.9538,"52.2794, 20.9538",19
374,01-836,Bielany,ul. J. Kasprowicza,52.2819,20.9483,"52.2819, 20.9483",20
375,01-864,Bielany,ul. J. Kochanowskiego,52.2677,20.9473,"52.2677, 20.9473",19
376,01-699,Bielany,ul. J. Parandowskiego,52.2819,20.9648,"52.2819, 20.9648",19
377,01-690,Bielany,ul. J. Słowackiego,52.2733,20.9686,"52.2733, 20.9686",19
378,01-975,Bielany,ul. Jamki,52.31100000000001,20.9134,"52.31100000000001, 20.9134",18
379,01-843,Bielany,ul. K. Grodeckiego,52.283,20.9426,"52.283, 20.9426",20
380,01-860,Bielany,ul. K. Makuszyńskiego,52.2767,20.9571,"52.2767, 20.9571",19
381,01-687,Bielany,ul. K. Wierzyńskiego,52.2807,20.9672,"52.2807, 20.9672",19
382,01-942,Bielany,ul. Kabaretowa,52.2957,20.9092,"52.2957, 20.9092",18
383,01-810,Bielany,ul. Karska,52.2842,20.9513,"52.2842, 20.9513",19
384,01-694,Bielany,ul. Kaskadowa,52.2761,20.9696,"52.2761, 20.9696",19
385,01-707,Bielany,ul. Kiełpińska,52.2724,20.9622,"52.2724, 20.9622",19
386,01-851,Bielany,ul. Kleczewska,52.2763,20.943,"52.2763, 20.943",20
387,01-826,Bielany,ul. Kleczewska,52.2808,20.9452,"52.2808, 20.9452",20
388,01-692,Bielany,ul. Kolektorska,52.2775,20.9671,"52.2775, 20.9671",19
389,01-805,Bielany,ul. Krotoszyńska,52.2808,20.956,"52.2808, 20.956",19
390,01-986,Bielany,ul. Królowej Jadwigi,52.3078,20.9201,"52.3078, 20.9201",18
391,01-926,Bielany,ul. Kwitnąca,52.2759,20.921999999999997,"52.2759, 20.921999999999997",20
392,01-858,Bielany,ul. L. Rudnickiego,52.2662,20.9464,"52.2662, 20.9464",19
393,01-850,Bielany,ul. L. Rydla,52.2754,20.9439,"52.2754, 20.9439",20
394,01-884,Bielany,ul. L. Staffa,52.2747,20.9525,"52.2747, 20.9525",19
395,01-891,Bielany,ul. L. Staffa,52.2738,20.9602,"52.2738, 20.9602",19
396,01-820,Bielany,ul. Lisowska,52.2784,20.9516,"52.2784, 20.9516",19
397,01-903,Bielany,ul. M. Dąbrowskiej,52.2735,20.9317,"52.2735, 20.9317",20
398,01-689,Bielany,ul. M. Hłaski,52.2783,20.9707,"52.2783, 20.9707",19
399,01-863,Bielany,ul. M. Pawlikowskiej-Jasnorzewskiej,52.2774,20.9563,"52.2774, 20.9563",19
400,01-670,Bielany,ul. Marii Kazimiery,52.2873,20.9749,"52.2873, 20.9749",19
401,01-994,Bielany,ul. Marii Ludwiki Gonzagi,52.3096,20.921999999999997,"52.3096, 20.921999999999997",18
402,01-869,Bielany,ul. Marymoncka,52.2776,20.9624,"52.2776, 20.9624",19
403,01-813,Bielany,ul. Marymoncka,52.2848,20.9567,"52.2848, 20.9567",19
404,01-946,Bielany,ul. Marymoncka,52.2949,20.9444,"52.2949, 20.9444",20
405,01-868,Bielany,ul. Marymoncka,52.2795,20.9592,"52.2795, 20.9592",19
406,01-977,Bielany,ul. Marymoncka,52.2988,20.9425,"52.2988, 20.9425",20
407,01-802,Bielany,ul. Marymoncka,52.2822,20.9569,"52.2822, 20.9569",19
408,01-925,Bielany,ul. Maszewska,52.2752,20.9135,"52.2752, 20.9135",20
409,01-968,Bielany,ul. Muzealna,52.3069,20.9347,"52.3069, 20.9347",18
410,01-702,Bielany,ul. Ogólna,52.2715,20.9626,"52.2715, 20.9626",19
411,01-696,Bielany,ul. Opatowska,52.2784,20.9647,"52.2784, 20.9647",19
412,01-940,Bielany,ul. Opłotek,52.2959,20.9004,"52.2959, 20.9004",18
413,01-928,Bielany,ul. Osikowa,52.2732,20.9201,"52.2732, 20.9201",20
414,01-993,Bielany,ul. Ostaszewska,52.3064,20.9263,"52.3064, 20.9263",18
415,01-973,Bielany,ul. Papirusów,52.3094,20.9303,"52.3094, 20.9303",18
416,01-683,Bielany,ul. Pelplińska,52.2817,20.9702,"52.2817, 20.9702",19
417,01-688,Bielany,ul. Pęcicka,52.2797,20.9694,"52.2797, 20.9694",19
418,01-852,Bielany,ul. Płatnicza,52.2765,20.9445,"52.2765, 20.9445",20
419,01-827,Bielany,ul. Płatnicza,52.2812,20.9471,"52.2812, 20.9471",20
420,01-832,Bielany,ul. Płatnicza,52.2787,20.9453,"52.2787, 20.9453",20
421,01-875,Bielany,ul. płk. M. Niedzielskiego „Żywiciela”,52.2686,20.9386,"52.2686, 20.9386",20
422,01-673,Bielany,ul. Podleśna,52.2843,20.9676,"52.2843, 20.9676",19
423,01-921,Bielany,ul. Popiela,52.2841,20.9174,"52.2841, 20.9174",20
424,01-966,Bielany,ul. Prozy,52.306000000000004,20.9412,"52.306000000000004, 20.9412",18
425,01-960,Bielany,ul. Przy Agorze,52.293,20.9403,"52.293, 20.9403",20
426,01-930,Bielany,ul. Przy Agorze,52.2907,20.9358,"52.2907, 20.9358",20
427,01-969,Bielany,ul. Pułkowa,52.3056,20.9345,"52.3056, 20.9345",18
428,01-681,Bielany,ul. Raduńska,52.281000000000006,20.9717,"52.281000000000006, 20.9717",19
429,01-924,Bielany,ul. Rodziny Połanieckich,52.2765,20.9135,"52.2765, 20.9135",20
430,01-954,Bielany,ul. S. B. Lindego,52.2889,20.9466,"52.2889, 20.9466",20
431,01-953,Bielany,ul. S. B. Lindego,52.2887,20.9445,"52.2887, 20.9445",20
432,01-952,Bielany,ul. S. B. Lindego,52.2874,20.9429,"52.2874, 20.9429",20
433,01-849,Bielany,ul. S. Przybyszewskiego,52.2763,20.9416,"52.2763, 20.9416",20
434,01-824,Bielany,ul. S. Przybyszewskiego,52.2803,20.9434,"52.2803, 20.9434",20
435,01-844,Bielany,ul. S. Przybyszewskiego,52.2807,20.941999999999997,"52.2807, 20.941999999999997",20
436,01-887,Bielany,ul. S. Żeromskiego,52.2756,20.9578,"52.2756, 20.9578",19
437,01-819,Bielany,ul. S. Żeromskiego,52.2766,20.9522,"52.2766, 20.9522",19
438,01-831,Bielany,ul. S. Żeromskiego,52.2773,20.9471,"52.2773, 20.9471",20
439,01-882,Bielany,ul. S. Żeromskiego,52.2768,20.9473,"52.2768, 20.9473",20
440,01-861,Bielany,ul. S. Żeromskiego,52.2762,20.9562,"52.2762, 20.9562",19
441,01-825,Bielany,ul. S. Żeromskiego,52.2777,20.9428,"52.2777, 20.9428",20
442,01-846,Bielany,ul. S. Żeromskiego,52.2781,20.9411,"52.2781, 20.9411",20
443,01-980,Bielany,ul. Samogłoska,52.3112,20.9203,"52.3112, 20.9203",18
444,01-848,Bielany,ul. Skalbmierska,52.2822,20.9434,"52.2822, 20.9434",20
445,01-708,Bielany,ul. Słodowiec,52.273999999999994,20.9627,"52.273999999999994, 20.9627",19
446,01-909,Bielany,ul. Sokratesa,52.2844,20.9276,"52.2844, 20.9276",20
447,01-812,Bielany,ul. Szaflarska,52.2832,20.95,"52.2832, 20.95",19
448,01-957,Bielany,ul. Szegedyńska,52.2907,20.944000000000003,"52.2907, 20.944000000000003",20
449,01-958,Bielany,ul. Szubińska,52.2891,20.9447,"52.2891, 20.9447",20
450,01-892,Bielany,ul. T. Duracza,52.2713,20.9563,"52.2713, 20.9563",19
451,01-874,Bielany,ul. T. Duracza,52.2729,20.9564,"52.2729, 20.9564",19
452,01-948,Bielany,ul. T. Nocznickiego,52.2924,20.9329,"52.2924, 20.9329",20
453,01-918,Bielany,ul. T. Nocznickiego,52.2841,20.9228,"52.2841, 20.9228",20
454,01-674,Bielany,ul. Tczewska,52.288000000000004,20.975,"52.288000000000004, 20.975",19
455,01-941,Bielany,ul. Trenów,52.3065,20.8824,"52.3065, 20.8824",18
456,01-982,Bielany,ul. Trylogii,52.3108,20.9236,"52.3108, 20.9236",18
457,01-974,Bielany,ul. Tułowicka,52.3109,20.9122,"52.3109, 20.9122",18
458,01-920,Bielany,ul. Tytułowa,52.2841,20.9147,"52.2841, 20.9147",20
459,01-877,Bielany,ul. W. Broniewskiego,52.2718,20.9389,"52.2718, 20.9389",20
460,01-716,Bielany,ul. W. Broniewskiego,52.2688,20.9542,"52.2688, 20.9542",19
461,01-771,Bielany,ul. W. Broniewskiego,52.2666,20.965999999999998,"52.2666, 20.965999999999998",21
462,01-865,Bielany,ul. W. Broniewskiego,52.2695,20.95,"52.2695, 20.95",19
463,01-854,Bielany,ul. W. Broniewskiego,52.2727,20.9445,"52.2727, 20.9445",20
464,01-876,Bielany,ul. W. Broniewskiego,52.2713,20.9414,"52.2713, 20.9414",20
465,01-883,Bielany,ul. W. Perzyńskiego,52.2739,20.9533,"52.2739, 20.9533",19
466,01-855,Bielany,ul. W. Perzyńskiego,52.2729,20.9508,"52.2729, 20.9508",19
467,01-872,Bielany,ul. W. Perzyńskiego,52.2719,20.9521,"52.2719, 20.9521",19
468,01-698,Bielany,ul. W. Smoleńskiego,52.2808,20.9653,"52.2808, 20.9653",19
469,02-698,Bielany,ul. W. Smoleńskiego,52.1855,21.0034,"52.1855, 21.0034",44
470,01-915,Bielany,ul. Wergiliusza,52.2856,20.9376,"52.2856, 20.9376",20
471,01-931,Bielany,ul. Wólczyńska,52.2816,20.9198,"52.2816, 20.9198",20
472,01-908,Bielany,ul. Wólczyńska,52.2786,20.935,"52.2786, 20.935",20
473,01-919,Bielany,ul. Wólczyńska,52.2948,20.8924,"52.2948, 20.8924",18
474,01-951,Bielany,ul. Wrzeciono,52.2886,20.9397,"52.2886, 20.9397",20
475,01-961,Bielany,ul. Wrzeciono,52.2905,20.9402,"52.2905, 20.9402",20
476,01-963,Bielany,ul. Wrzeciono,52.2944,20.9389,"52.2944, 20.9389",20
477,01-956,Bielany,ul. Wrzeciono,52.2911,20.9454,"52.2911, 20.9454",20
478,01-950,Bielany,ul. Wrzeciono,52.2936,20.9443,"52.2936, 20.9443",20
479,01-531,Bielany,ul. Wybrzeże Gdyńskie,52.2739,20.9966,"52.2739, 20.9966",21
480,01-886,Bielany,ul. Z. Nałkowskiej,52.2753,20.9547,"52.2753, 20.9547",19
481,01-943,Bielany,ul. Zgrupowania AK „Kampinos”,52.2983,20.9333,"52.2983, 20.9333",20
482,01-978,Bielany,ul. Żubrowa,52.3107,20.9167,"52.3107, 20.9167",18
483,02-758,Mokotów,al. gen. W. Sikorskiego,52.18,21.0492,"52.18, 21.0492",42
484,02-722,Mokotów,al. Harcerzy Rzeczypospolitej,52.1636,21.0274,"52.1636, 21.0274",47
485,02-668,Mokotów,al. Lotników,52.1747,21.0136,"52.1747, 21.0136",47
486,02-585,Mokotów,al. Niepodległości,52.1984,21.0126,"52.1984, 21.0126",45
487,02-626,Mokotów,al. Niepodległości,52.1927,21.0152,"52.1927, 21.0152",45
488,02-577,Mokotów,al. Niepodległości,52.2024,21.0109,"52.2024, 21.0109",45
489,02-570,Mokotów,al. Niepodległości,52.2019,21.0103,"52.2019, 21.0103",45
490,02-554,Mokotów,al. Niepodległości,52.2061,21.0092,"52.2061, 21.0092",45
491,02-653,Mokotów,al. Niepodległości,52.1852,21.0189,"52.1852, 21.0189",44
492,02-555,Mokotów,al. Niepodległości,52.2058,21.0085,"52.2058, 21.0085",45
493,02-648,Mokotów,al. Promienistych,52.1937,21.0134,"52.1937, 21.0134",45
494,00-710,Mokotów,al. W. Witosa,52.1939,21.0521,"52.1939, 21.0521",42
495,02-765,Mokotów,al. Wilanowska,52.1724,21.0527,"52.1724, 21.0527",42
496,02-900,Mokotów,al. Wilanowska,52.1729,21.055,"52.1729, 21.055",42
497,02-730,Mokotów,al. Wilanowska,52.1763,21.037,"52.1763, 21.037",47
498,02-665,Mokotów,al. Wilanowska,52.1788,21.0216,"52.1788, 21.0216",47
499,02-681,Mokotów,al. Wyścigowa,52.1669,21.0121,"52.1669, 21.0121",47
500,02-915,Mokotów,pl. A. Rembowskiego,52.1853,21.070999999999998,"52.1853, 21.070999999999998",42
501,02-901,Mokotów,pl. Bernardyński,52.1949,21.0556,"52.1949, 21.0556",42
502,00-707,Mokotów,ul. A. Dyżewskiego,52.2144,21.0645,"52.2144, 21.0645",40
503,02-606,Mokotów,ul. A. E. Odyńca,52.1965,21.0187,"52.1965, 21.0187",45
504,02-644,Mokotów,ul. A. E. Odyńca,52.1952,21.0078,"52.1952, 21.0078",44
505,00-772,Mokotów,ul. A. Gierymskiego,52.1988,21.0362,"52.1988, 21.0362",46
506,00-785,Mokotów,ul. A. Grottgera,52.2054,21.0298,"52.2054, 21.0298",46
507,02-513,Mokotów,ul. A. J. Madalińskiego,52.205,21.0199,"52.205, 21.0199",45
508,02-506,Mokotów,ul. A. J. Madalińskiego,52.2023,21.0033,"52.2023, 21.0033",45
509,02-549,Mokotów,ul. A. J. Madalińskiego,52.2022,21.0052,"52.2022, 21.0052",45
510,02-544,Mokotów,ul. A. J. Madalińskiego,52.2038,21.0137,"52.2038, 21.0137",45
511,02-540,Mokotów,ul. A. J. Madalińskiego,52.2041,21.0135,"52.2041, 21.0135",45
512,02-581,Mokotów,ul. A. J. Madalińskiego,52.2035,21.0095,"52.2035, 21.0095",45
513,02-505,Mokotów,ul. A. Kraushara,52.2013,21.0085,"52.2013, 21.0085",45
514,02-928,Mokotów,ul. A. Locciego,52.1788,21.0609,"52.1788, 21.0609",42
515,02-641,Mokotów,ul. A. Malawskiego,52.1901,20.9911,"52.1901, 20.9911",44
516,02-617,Mokotów,ul. A. Malczewskiego,52.1944,21.0218,"52.1944, 21.0218",45
517,02-612,Mokotów,ul. A. Malczewskiego,52.1939,21.0193,"52.1939, 21.0193",45
518,02-622,Mokotów,ul. A. Malczewskiego,52.1934,21.0156,"52.1934, 21.0156",45
519,02-627,Mokotów,ul. A. Naruszewicza,52.1914,21.0205,"52.1914, 21.0205",45
520,02-750,Mokotów,ul. A. Patkowskiego,52.17100000000001,21.0547,"52.17100000000001, 21.0547",42
521,02-913,Mokotów,ul. A. Waszkowskiego,52.1861,21.0682,"52.1861, 21.0682",42
522,02-619,Mokotów,ul. A. Wejnerta,52.193000000000005,21.0172,"52.193000000000005, 21.0172",45
523,02-761,Mokotów,ul. Adriatycka,52.174,21.0552,"52.174, 21.0552",42
524,02-534,Mokotów,ul. Akacjowa,52.2054,21.0023,"52.2054, 21.0023",45
525,02-760,Mokotów,ul. Akermańska,52.1809,21.0518,"52.1809, 21.0518",42
526,00-711,Mokotów,ul. Ananasowa,52.2065,21.07,"52.2065, 21.07",40
527,02-977,Mokotów,ul. Antoniewska,52.1994,21.0806,"52.1994, 21.0806",40
528,02-747,Mokotów,ul. Arbuzowa,52.1682,21.0585,"52.1682, 21.0585",42
529,02-527,Mokotów,ul. Asfaltowa,52.206,21.0075,"52.206, 21.0075",45
530,02-981,Mokotów,ul. Augustówka,52.1896,21.0878,"52.1896, 21.0878",40
531,00-981,Mokotów,ul. Augustówka,52.1886,21.0813,"52.1886, 21.0813",40
532,02-943,Mokotów,ul. B. Limanowskiego,52.1907,21.0551,"52.1907, 21.0551",42
533,00-769,Mokotów,ul. B. Ludwiżanki,52.1973,21.0421,"52.1973, 21.0421",46
534,00-783,Mokotów,ul. B. Smetany,52.2052,21.0246,"52.2052, 21.0246",45
535,02-647,Mokotów,ul. Baboszewska,52.1938,21.0055,"52.1938, 21.0055",44
536,00-752,Mokotów,ul. Badowska,52.2089,21.0408,"52.2089, 21.0408",46
537,02-553,Mokotów,ul. Balladyny,52.2008,21.0028,"52.2008, 21.0028",45
538,02-635,Mokotów,ul. Balonowa,52.1947,20.9972,"52.1947, 20.9972",44
539,00-767,Mokotów,ul. Bandoski,52.1947,21.0336,"52.1947, 21.0336",46
540,00-736,Mokotów,ul. Banioska,52.2085,21.0395,"52.2085, 21.0395",46
541,02-762,Mokotów,ul. Barcelońska,52.1754,21.055999999999997,"52.1754, 21.055999999999997",42
542,02-683,Mokotów,ul. Bartłomieja,52.1697,21.005,"52.1697, 21.005",44
543,00-713,Mokotów,ul. Batalionu AK „Bałtyk”,52.2112,21.0645,"52.2112, 21.0645",40
544,00-712,Mokotów,ul. Batalionu AK „Karpaty”,52.2087,21.0663,"52.2087, 21.0663",40
545,02-908,Mokotów,ul. Batalionu AK „Oaza”,52.1902,21.0642,"52.1902, 21.0642",42
546,02-743,Mokotów,ul. Batuty,52.1707,21.0246,"52.1707, 21.0246",47
547,02-511,Mokotów,ul. Belgijska,52.2,21.0256,"52.2, 21.0256",45
548,00-761,Mokotów,ul. Belwederska,52.2052,21.0318,"52.2052, 21.0318",46
549,00-762,Mokotów,ul. Belwederska,52.2045,21.0335,"52.2045, 21.0335",46
550,02-695,Mokotów,ul. Bełdan,52.1739,21.0066,"52.1739, 21.0066",44
551,02-638,Mokotów,ul. Bełska,52.1912,20.9995,"52.1912, 20.9995",44
552,02-904,Mokotów,ul. Bernardyńska,52.1938,21.0629,"52.1938, 21.0629",42
553,02-593,Mokotów,ul. Biały Kamień,52.205,20.9965,"52.205, 20.9965",45
554,02-655,Mokotów,ul. Bieżanowska,52.1879,21.0202,"52.1879, 21.0202",44
555,02-660,Mokotów,ul. Blacharska,52.1755,21.0177,"52.1755, 21.0177",47
556,00-728,Mokotów,ul. Bobrowiecka,52.1992,21.046,"52.1992, 21.046",46
557,02-718,Mokotów,ul. Bocheńska,52.1811,21.0304,"52.1811, 21.0304",47
558,02-692,Mokotów,ul. Bogunki,52.1714,21.0029,"52.1714, 21.0029",44
559,02-682,Mokotów,ul. Bokserska,52.1678,21.0057,"52.1678, 21.0057",44
560,02-690,Mokotów,ul. Bokserska,52.169,21.0,"52.169, 21.0",44
561,00-781,Mokotów,ul. Boryszewska,52.2018,21.0255,"52.2018, 21.0255",45
562,00-771,Mokotów,ul. Braci Pillatich,52.1996,21.0343,"52.1996, 21.0343",46
563,02-650,Mokotów,ul. Bukietowa,52.1903,21.0113,"52.1903, 21.0113",44
564,02-708,Mokotów,ul. Bukowa,52.1864,21.0325,"52.1864, 21.0325",47
565,02-703,Mokotów,ul. Bukowińska,52.1817,21.0265,"52.1817, 21.0265",47
566,02-712,Mokotów,ul. Bukszpanowa,52.1858,21.035,"52.1858, 21.035",47
567,02-924,Mokotów,ul. Buska,52.1782,21.0657,"52.1782, 21.0657",42
568,02-912,Mokotów,ul. C. Godebskiego,52.1871,21.068,"52.1871, 21.068",42
569,00-724,Mokotów,ul. Chełmska,52.2019,21.041,"52.2019, 21.041",46
570,00-725,Mokotów,ul. Chełmska,52.2024,21.0431,"52.2024, 21.0431",46
571,02-935,Mokotów,ul. Chochołowska,52.1826,21.061,"52.1826, 21.061",42
572,02-717,Mokotów,ul. Cichy Potok,52.1791,21.0355,"52.1791, 21.0355",47
573,02-716,Mokotów,ul. Cieszyńska,52.1828,21.0274,"52.1828, 21.0274",47
574,02-677,Mokotów,ul. Cybernetyki,52.1766,20.995,"52.1766, 20.995",44
575,00-454,Mokotów,ul. Czerniakowska,52.2162,21.0471,"52.2162, 21.0471",46
576,00-718,Mokotów,ul. Czerniakowska,52.205,21.0485,"52.205, 21.0485",46
577,00-720,Mokotów,ul. Czerniakowska,52.2099,21.0472,"52.2099, 21.0472",46
578,00-701,Mokotów,ul. Czerniakowska,52.1999,21.0515,"52.1999, 21.0515",46
579,00-714,Mokotów,ul. Czerniakowska,52.2031,21.0508,"52.2031, 21.0508",46
580,00-717,Mokotów,ul. Czerniakowska,52.2089,21.0488,"52.2089, 21.0488",46
581,00-715,Mokotów,ul. Czerniakowska,52.2005,21.0496,"52.2005, 21.0496",46
582,02-705,Mokotów,ul. Czerniowiecka,52.1855,21.0269,"52.1855, 21.0269",47
583,00-732,Mokotów,ul. Czerska,52.2049,21.0458,"52.2049, 21.0458",46
584,02-929,Mokotów,ul. Cześnika,52.1802,21.0602,"52.1802, 21.0602",42
585,00-773,Mokotów,ul. Dolna,52.2005,21.0301,"52.2005, 21.0301",46
586,00-774,Mokotów,ul. Dolna,52.201,21.0304,"52.201, 21.0304",46
587,02-672,Mokotów,ul. Domaniewska,52.1834,21.0064,"52.1834, 21.0064",44
588,02-663,Mokotów,ul. Domaniewska,52.1828,21.0187,"52.1828, 21.0187",44
589,02-738,Mokotów,ul. Dominikańska,52.1758,21.0354,"52.1758, 21.0354",47
590,02-602,Mokotów,ul. Dożynkowa,52.1991,21.0198,"52.1991, 21.0198",45
591,02-590,Mokotów,ul. Drużynowa,52.1993,21.0168,"52.1993, 21.0168",45
592,00-784,Mokotów,ul. Dworkowa,52.2054,21.0245,"52.2054, 21.0245",45
593,02-654,Mokotów,ul. Dworska,52.1945,20.9891,"52.1945, 20.9891",44
